Sentence,Label
如果苹果继续采用英特尔或者三星基带，未来将没有市场，打王者荣耀的朋友不要买，这手机配不上它的价格，都能460到对面泉水里面，信号，我哈哈了,1
开机好慢！运行也慢！体验不好,1
联系不上客服电话,0
我听歌老是断歌还老是段歌,0
电脑包都没有的 我该怎么装出门 鼠标也没有 坑,0
机箱外观：一般 性能配置：够用 散热性能：还没用不知道 其他特色：买之前问客服是不是ips屏幕，客服说是～拿到手后确是led！ 自己打自己脸,0
索尼大法好！！不错不错 刚开始用 戴着很舒服 老婆给买的 哈哈哈。开心开心,2
刚收到，体验完在评价,1
外形外观：美观大方 屏幕音效：色彩绚丽 拍照效果：真实美丽 运行速度：飞快如飞 待机时间：超长待机 其他特色：一机两用,2
不太满意的一次购物。⊙﹏⊙,0
第一次使用不知道系统怎么更新，,1
物流挺快，包装好，，手机还没用呢。,1
首先是支持华为，我有个不好的习惯，总是丢耳机。当我第一次购买这个型号时，感觉很舒适。质量很好，有几次被门把手刮掉和被脚踩地上都没有坏。带时间长了耳朵也不疼，音质也不错，价格更亲民。所会预备几个，随时用着方便要找不到时再买几个备着。,2
玩个英雄联盟都卡,0
才用几天就坏了,1
还是用线耳机吧！,1
包裹被分错，想问下客服有没有快递点的电话，直接不回。,0
"包装保护：还可以，保护完整，没有损坏，快递一天到，非常负责 外形外观：流行时尚，外观很帅气，很喜欢 画面品质：画质奈斯，分辨率开到最高，屏幕大也没感到不清楚。2060光追显卡，还是很棒的。 跑分评测：测了37多，看到有人测到40了啊 为啥我的低了一些呢？ 运行速度：流畅无阻。快的飞起，这款配置，感觉可以征战多年都没问题了。 游戏效果：我是用来做设计的，不玩游戏，但感觉还是OK的，性能飞起，比暗5更轻薄了，全金属机身，看上去更加有质感。开机以后底部散热设计能感觉到散热更加强大，不论是进风还是出风，你都能感觉到。最后鲁大师测了吃鸡流畅度100分。具体玩游戏如何我也不懂，等我装好运行一下AE,PR,PS。",2
手机还行，京东的服务体验很不好,1
做工精致，小巧可爱！音质非常好，老公拿来玩游戏也很Ok！戴上没有感觉，很舒服。操作很简单！拿出来自动连接，续航能力也可以，办公用，一天都不用充。最喜欢的就是它的外观，是我喜欢的样子，简单大方。价格也不贵。,2
外形外观：? ? ?赶上活动非常便宜的价格入手的，我觉得iphone 11是有史以来最漂亮的手机，颜色清新脱俗，不艳丽，很适合女生用，特别用这个颜色的只要一个清水套就行了，完美展示这手机的紫色美 屏幕音效：屏幕虽然是LCD的，相较于三星amoled ，分辨率显得较低，颜色也没有三星手机靓丽，但好在没有频闪，看久了很是舒服啊 拍照效果：两个摄像头，你说牛不牛，平常拍照了，iphone拍照一如既往的真实，特别是两个摄影头带来了更多的玩法 运行速度：A13是真的快，ios13也是真的牛皮。完全不掉帧，快的一批 待机时间：待机时间超长，一天一冲完全够了，而且自己在网上买个快充套装，可以怼到18w，一个小时多一点就可以完全充满，临时出门，充半个小时也有百分之50，快充这个功能真的真的很实用 其他特色：价位，跟上一代比算是良心价了，总体来说很满意，推荐大家购买！,2
这耳机也就呵呵了，家人给拆开了退不了了也就算了，自认倒霉。,0
孩子评价不错！,2
电脑主机有异响,1
"运行速度：很快 待机时间：不用呢 外形外观：厚重感，喜欢 6月18日0点下单，下午两点就收到货了，马上匹配，ipad,手表，上一部手机还是苹果6呢，最终选择买它，是因为身边的老闺蜜和新闺蜜都选了它，完美！",2
入耳式耳机。戴着很舒适躺下戴着也不会硌着耳朵。耳机线圈柔软不僵硬不易折断，音效也不错，高音不刺耳，音质效果棒棒的。。。,2
刚打开怎么没有耳机，难道是忘了？,0
给个一星   有人出来处理下发票问题吗  发票到底是开了没有  为何不寄出来,0
耳机很给力，快递很快，十块钱左右，很便宜，性价比很高，值得拥有，音质还不错，扁平的，设计也很好，音质也不错，纽曼这个耳机很棒，小巧美观，做工也不错，纽曼值得信赖，戴上也舒服，总的来说很棒的一个耳机，很喜欢,2
人生的第一个游戏本！虽然没能抢到2080S款的实在是一大遗憾！但是2070S款的依然充满了惊喜！无论是颜值、手感还是性能都让人爱不释手！超满意这款本本，大大的一个赞?,2
运行速度：卡，反应有点慢,0
包装保护：包装完好，保护很到位， 外形外观：外观很独特，很有游戏本的范 画面品质：画面很清晰， 跑分评测：鲁大师跑分31万，办公和游戏都很充足。 运行速度：开机很快吧，具体多少秒，没有用软件测过。就是键盘上面的布局有点不适应，不习惯。 游戏效果：游戏还没有下，应该能运行的流畅。,2
做工质感特别好，尤其是这音质营销吧，真的是。在同等价位中，这个耳机真的是爱了爱了，然后待在耳朵上特别舒服。颜色老当时买的是一个黑色的，然后真的是特别好，其实他的话限制柔软，然后用起来特别方便，而且它还有这个收纳袋真的是特别舒服。,2
特别好用的产品 非常舒适 声音效果特别好   最满意的一次体验  我把以前的耳机都扔了 没法和这个比,2
做工精致，质感超强，音质立体，清晰动感。充电快速，led显示充电量，蓝牙机夏新F9是可以一只耳机单独连接手机你只需要打开一次蓝牙耳机，另外一只来耳机关闭，不打开之后进行连接，你就可以使用单耳。如果想使用双耳耳机同时打开，还会自动配对连接。京东的售后服务超一流。,2
音效音质：音质还不错,1
拍照效果：一点不清晰，没有2000万清晰，,0
带不稳带不稳带不稳  买来屌用,0
换了货后还是坏的，难受不换了,0
出乎意料的好用哎。音质非常好，而且一点也不漏音，必须带到耳朵里才能听见里面的声音，以前用的有线耳机多少有点漏音，而且不方便，每次扯一堆线。这个无线真的好方便。按键的也没有不舒服，非常好操作。本来在这款和不带s那款纠结，后来看详情里说，这款不需要分先拿左还是先拿右，自由使用。而且价格就比那款贵几块钱。所以果断选择这个。还有京东快递一如既往给力。谢谢快递小哥哥。,2
连个耳机都没有，还官方标配呢！,0
运行速度：太流畅了 拍照效果：夜景拍照亮度很高，很清晰 外形外观：全面屏还是好 其他特色：手机反应很快，用起来很爽。昨晚付款，京东物流今天就送到了，好评,2
机器普通使用还可以，就是有个问题，经常出现软件故障，比如蓝屏，这个是很头疼的，频率有点高，win10系统真心不好用。外型还可以，比以前家里的老电脑方便，不占空间。,1
运行速度快，拍照效果也好，就是刚买一个月屏幕就出问题了，给换了原厂的屏，售后服务但是很好的,1
一堆问题,0
没送耳机很烦躁，很难受，手机还是不错,1
已经坏了，听不到对方声音,0
包装保护：防护好，耐摔，很严实 外形外观：外观好，低调偏商务，我喜欢。就算工作中带着去办公室也不会显得突兀。 画面品质：屏幕boe好，我这台响应速度，屏幕延迟已经达到了正常水平 跑分评测：跑分接近40w，性能怪兽。非常适合剪辑视频，4600对我我学习阶段足够了 运行速度：速度快 游戏效果：游戏行，高色域屏幕感官体验质的提升，144hz没用过不做评价。不过60hz已经够我用的了,2
拍照效果：前面拍照一点都不好,1
如果没打电话催的话，可能就丢了,0
做工质感：很好，贴耳感觉舒服 音质音效：很棒，重低音很好 舒适度：和描述一致，**感 续航能力：台式机插上一直OK 其他特色：耳麦很棒，比上一个好，连接线很长，绝对够用,2
打电话快递员打不通，送到不告知,0
拍照效果：不太清楚,1
屏幕效果：联想小新pro13.3的屏幕尺寸大小真的完美符合我的要求！2.5K屏也真的是无敌靓。 轻薄程度：真的很薄，跟我之前的电脑一对比，薄了一半！ 运行速度：运行内存16G，搭载10代i5 ，2020轻薄本真香机无疑，哈哈哈，非常不错！,2
做工质感：非常差 音质音效：非常差 舒适度：一般 续航能力：半天 其他特色：用了几天就烂了,0
不行，显卡用了没多久就坏了，不耐用。,0
机箱外观：不错。 性能配置：一般。 显示器效果很不好&hellip;&hellip;,1
外形外观：本人注重性能，胶囊挖孔可以忽略，整机做工精细。冰霜银后盖非常漂亮，微耀眼，低调。手持手感舒适，压手。 屏幕音效：声音清晰，准确。有bose耳机，没有仔细辨认。 拍照效果：比不上proplus，5000万徕卡四摄50倍数字变焦镜头，加上光学防抖依然变态。夜间拍摄最为给力，好评。 运行速度：新机必须流畅，现在暂时看不出来。 待机时间：正常使用，开4G一天没问题，再加上超级快充，够够的。写评价的时间，电量已经快充满了。 其他特色：路人移除效果不错，夜间人脸识别准确快速，手势截屏非常方便。。。。。。太多，网上视频不少，不再赘述，都挺好，方便。,2
游戏效果：一般很一般,1
用了五六天开不了机了,0
外形外观：造型很好看，现在的荣耀手机的外形设计能力越来越强了，不止是手机，其他的荣耀产品也都越来越好看了。这个后背的颜色设计，简直美到爆！ 屏幕音效：虽然屏幕达到6.3寸，但由于屏占比很高，所以拿在手上并不觉得大，实际上屏幕是有6.3寸的，视觉效果非常好，特别是用来看视频，效果相当好！ 拍照效果：拍照效果也还行，有AI模式，这主要得益于麒麟810这颗AI能力强大的处理器。普通模式下的拍照比较接近于真实环境，开启AI后，拍照有所加强，但也有点失真。 运行速度：非常流畅，麒麟810不愧是神U！运行非常快，打开APP都是秒开，切换APP也是非常流畅。麒麟810真的太强了！多希望一直能买麒麟SOC的手机，华为/荣耀加油！一定可以挺过难关！ 待机时间：功耗控制的真的非常好！我玩了一个多小时，居然只用掉了百分之一的电。麒麟SOC的功耗控制真的是最强的，没有之一，相当好！ 其他特色：充电速度很快，超级快充相当好用。唯一的遗憾是没有呼吸灯，这样息屏状态下就不知道有没有新消息了，可能是因为有灭屏显示的缘故吧！荣耀手机是真的好用！麒麟SOC是真的强！,2
收到重低音的耳机真心喜欢，以前我买了同款耳机现在找不到了，不知放哪了，所以再购一个！因用过此名牌产品所以就找到老娘舅的产品，小巧灵陇，携带方便！听觉如同背着一个大音箱，我是很注重低音，没有低音成不了音乐，这是我对音乐的追求！,2
东西一般般吧！中间还出现了点事，客服服态态一星。整体3星,1
失望,0
玩一个gta5 上去30分钟就这样,0
一分价钱一分货,1
有些失望，重低音不是很好，鼓音沉不下去。,0
电脑非常好。服务非常棒联想老客户了。买回来迫不及待装上了。非超。速度很快,2
后置4个摄像头，每个摄像头都各自功能，一拿到手机就迫不及待的试拍起来，确实拍的照片很惊讶，拿着手机那种兴奋啊，不能言语。4000hA的电池，&ldquo;妈妈再也不用担心我的手机会没电了&rdquo;。8G＋128G，手机运行速度很是快，告别我以前卡脖子的不适了。,2
手感圆润，不割手，音质音效已经非常不错了，对得起这个价位，降噪效果还行，入耳式耳机还是要根据自己的接受程度，谨慎入手，操作简单，音乐暂停时，三击耳机可以唤醒小爱同学，亲测有效，续航给力，充电盒充电也很快，总之很不错,2
退货机。而且屏幕还裂了。就因为拆包晚了一天，还京东自营。投诉无门。,0
才用两天就给我来个死机？？这是7000的电脑吗？,0
没插充电器玩一把游戏就发烫，三星散热真的垃圾，售后更是**,0
五星给手机，一星给物流，折个中给个三星吧，手机还是很不错的，但是不推荐在京东买。,1
其他都好，就是买完就降价不好！！！,0
为啥激活日期早于购买日期，伤心，求解,1
不知道怎么说&hellip;&hellip;前些天开锁的时候密码输对一直开不了锁&hellip;&hellip;很迷茫&hellip;&hellip;,1
不知道是不是接触不良，就用一次之后用不了了,0
挺卡的，，，哎，，，，,1
外形外观：还可以！ 其他特色：机子还可以！不过好长时间不在京东买东西了！这是包装里面不见赠品！够马虎的！,1
刚过价保就降价一 百块，还价保618，十分不爽。,0
待机时间：短 外形外观：好 运行速度：凑合,1
京东配送但是三天都没配送到,0
屏幕音效：屏幕辣鸡，音效还行。,0
我就很无语总断开连接  就不明白了  很奇怪  为什么总是连不上 这么近都连不上 声音也很不好,1
东西只能说还可以吧，音质一般吧,1
没有发票请马上补发,0
手机很漂亮！对于定位于老人家用的手机来说很好，很适用。电池5000毫安，不用担心续航；声音大，不会担心因为耳背漏过电话，手感也不错。,2
拍照效果：拍照效果和十年前的手机差不多，屏幕分辨率很低,0
一分价钱一分货，但是没想到这货包装都没了可以的。,0
手机挺漂亮的，速度也挺快的，用着很舒服，现在用着挺好用的，等用一段时间再来补充一下,2
唉～,0
用了几天，整体感觉一般，做工不太好，屏幕右下角好像有缝隙，一按就咯吱咯吱的响，到是不会影响使用，但也挺闹心的。电池续航能力也很差，100％的电量只能用2个小时多一点（并没在玩游戏）。 运行速度：挺快的 画面品质：也不错 外形外观：有个性,1
联系客服直接不理,1
使用起来开机速度非常快，孩子上网课使用装了一些上课软件，价格非常实惠，虽然是组装机，上上课，打印一下作业还是非常方便，配置也查了一下，还不错，安装很方便，自带w7系统，运行非常流畅，没用跑分测试，超值！,2
音质音效：性价比真的超高，这个音质完全超出了这个价钱 舒适度：挺合适我的耳朵的，不硌得慌，大小也刚好 其他特色：买之前看到又说刚到手就坏的，我可能比较幸运，耳机各个方面都欧克，没有问题 做工质感：质感也不错，摸起来不像那种硅胶的线，有点滑滑的光面感觉,2
做工质感：做工精细 音质音效：相当一般，凑合听，不知道是不是我不会调整 舒适度：半入耳式很舒服 续航能力：很强！！！ 其他特色：白色，我喜欢的颜色，优点是续航，缺点就是音质音效很一般,1
第二天就死机了 不好用,0
做工质感：还可以 音质音效：听歌可以，吃鸡听脚步不怎么清晰 舒适度：戴久了会有点疼,1
只有换了系统才能正常用(办公)，不换系统卡成呵呵,0
买来用了一段时间了，体验感很好，几乎无声音，速度快，电脑系统也熟悉了，越用越喜欢，值得购买,2
包装精美，做工精细，造型简洁，纤维层保护主线比较结实，希望耐用，音质清晰，重低音效果显著。赠送的收线包很实用。,2
客服不回复，手机壳都没有,0
手机说了配置耳机结果没有，然后手机保护壳  屏保都没有,0
现在刚收到手机，看看使用效果。希望国产机能好用。,1
第一感觉是这个耳机就是华为量身定做的，音色比vivo同价位的耳机更加通透，果然是原配最舒适。封装的很严实，零部件齐全，还赠了一个耳机套。即日达一会就到了，谢谢老板！,2
一言难尽！,1
除了下载速度，其他的还行,1
外形外观：外观很漂亮，很适合妈妈 屏幕音效：屏幕大气，音效清晰 拍照效果：拍照效果不错，虽然和我的mate30有点差别 运行速度：运行速度很快，刚买的嘛 待机时间：待机时间挺可以，充电也快,2
运行慢，不知道为什么？,1
开机三分钟  安装注册麻烦还复杂   开机又要各种代码  公司用  玩个屁啊 真tamd,0
为什么没送耳机？不高兴,0
外形外观：外观漂亮大气，年轻时尚、渐变后壳好看、 屏幕音效：全面屏、分辨率高，音质效果很好。 拍照效果：4800万像素摄像头、拍照很清晰。 运行速度：运行速度流畅，打游戏不卡 待机时间：就待机而言两天没有问题，从早到晚看电影、看新闻，刷视频，一天下来还有电 其他特色：4000毫安容量，电池耐用，6G运行内存，运行流畅，性价比很高,2
电池不耐用，有时候闪屏,0
还没用，发货速度蛮如蜗牛,0
评分检测：接近30W 运行速度：非常流畅 游戏效果：4K超清 外形外观：完美 安装难度：简单 其他特色：运行任何游戏，毫无压力。非常流畅，赞！真的优秀啊，我觉得用10年都没得问题。,2
还行吧，听的时间没有那么长。。。。,1
做过很细致，音质没得说，高低音有层次感，带在耳朵上也挺舒服，在外面买做少也要60左右。,2
支持Hey Siri感觉很棒，iOS可以开盖直连。耳机上的触控条不是很好用，有点窄，戴在耳朵上不好找位置。延迟比较低。 做工质感：重量很轻，塑料感太强。 MIUI的配对弹窗很喜欢，希望以后能够支持在多个小米设备里面切换。,2
做工质感：质感很好。 音质音效：音质不错，至少我听起来不错。 但是，让人很不爽的是，充电盒边上竟然有很大的划痕，虽然可以擦掉，但是这质检品控实在让人担忧。,1
用了一个星期就坏了,0
速度太慢，太卡了，不建议买,0
评分检测：非常棒 运行速度：非常快 游戏效果：效果不错 外形外观：外形美观，有点偏高 安装难度：没有难度 其他特色：体验不错,2
整体而言，一般般吧，显示器有点小,1
屏幕上面有五六道划痕,0
外形外观：侧面有损伤,0
通话一分钟后会自动断线，网络又不好,0
**电池，上班一天都坚持不了，而且手机钢化膜，耳机都没有送,0
不怎么样，质量继续努力,0
这款手机是我买的第二个了，很好用，小巧玲珑，握在手里大小刚好合适，因为是跑快递用的，所以单手能握住，能一只手操作手机很方便，来电铃声挺大的，接听电话的时候声音也大，内存相对于来说小一点，也没什么影响，运行速度还是挺快的，最后要来说说京东快递了，每次都很速度，而且配送员的服务态度也很好，送货上门，态度热情周到，辛苦,2
买的时候说有货，下了单就在外地调货等了好几天，货到了直接就放到保安室了，,0
替朋友代购，物流一如既往即时,1
分屏不能同时使用,0
我才用了几次，灯就不亮了，给它充电红灯都不亮，长按也没有反应，自我感觉好垃圾,0
还可以吧,1
外形外观：比想象中好看很多呢，挺不错的，这个价格太有性价比了 屏幕音效：挺不错，声音很大，没有噪音 拍照效果：拍照还不错，中规中矩，千元机无敌 运行速度：还没用，我是备用机，不玩游戏 待机时间：电池好大啊，看中这个电池 其他特色：居然支持快充，这个价格太给力了，整体来说这个价格，绝对无敌的存在,2
手机外观特别漂亮，音质特别好，手感也很好，拍照清晰，超出我对这个手机的想象，全部五星好评，这款手机值得拥有。,2
非常好，闹钟都帮我设置好，买回来都没拆开，闹钟都想了，真贴心的店铺,0
说好的赠品呢  ？？,0
很快 开机特别快   挺好的，真的 买了一点不亏  。我已经用了一个月了，表示没问题，完全OK，我不玩游戏。高大尚的外观和使用感。说实话，实物比图片好看。最重要的是充电器轻便。性价比高，值得买的！,2
MD，昨天买的，今天就跌230，呸呸,0
驱动器无法识别移动公司光纤网络,1
买完没几天就降价了,0
还不错,1
外形外观：手机很精致，颜色很好看，光线照上去真的有流光溢彩的感觉，非常有质感。 运行速度：开机速度很快，系统是最新的10.1，WIFI连接感觉，虽然还是4G的卡，感觉网速有提高哎，不晓得是不是错觉。 其他特色：手机颜值高，屏幕够大且色彩好，机身颜色显得上档次 ，操作便捷，配件齐全，壳膜耳机都送了，很超值，最满意的是京东神一样的送货速度。一点多下单不到十点就收到了，值得十个赞！,2
机箱外观：颜值很高 性能配置：速度很快 散热性能：散热不错 同事说要买一台电脑，我推荐买戴尔电脑，戴尔电脑质量好，所有趁京东商城有活动，赶紧给他买了一台，快递速度就不说了，杠杠的，基本上隔天就到了。打开试用了一下，运行速度很快，一点也不卡，同事很满意。,2
小米10发布的时候，下午4点京东预约的，过了0点就把尾款付了，13号预订，15号收到的手机，送了一年延保和一年碎屏险，京东的服务没的说，一直很好。手机开箱之后，这个钛银黑配色真的相当满意了，前几天刚刚买的小米9Pro5G和这个比起来，还是比较喜欢10的手感，上下两个外放，听音乐，看电视的效果棒棒的，sim卡的插入口从侧面迁移到手机底部了，这个设计也是很出乎意料的，无论从电池、外观、手感都比以前的版本好很多，好手机配上好系统，越来越喜欢小米了！,2
还可以把，就是带的耳朵疼了,1
这么快降价，骗我钱,0
说好的有小礼物啥都没给,0
买贵了，比官网贵了200块钱,0
第七天降价了，不能保价@不,0
外形外观：流畅合适 屏幕音效：音效很好 拍照效果：高清美颜 运行速度：速度很快 待机时间：待机时间长。 永远支持国产品牌-华为手机。,2
游戏效果：开不了机,0
音质不错,1
提前预约的红米k30 5g极速版，当天又领了个100券，真是良心。准点守候，10点5分多钟下单，多得了个蓝牙耳机，爽歪歪，等了两天到货，不负所望，盒子好重，称了一下568克，怀疑内有乾坤，果然手机很大，充电器也很大，手机流畅，跑安兔兔精炼厂终于不卡了，354345分，中等水平，排在71位，基本跟小米8持平，比小米8长，屏占比高，流畅，摄像头拉升清晰度高，6400万像数不同凡响，总之就是一个字--性价比高！,2
做工质感：很好，线材也不错，外观很酷的样子，有发光。 音质音效：比较纯净，杂音少，听歌，看先都好。 舒适度：佩戴舒适，不错。 续航能力：不用电池，直接usb供电。 其他特色：耳机大气，音质也可以，噪音不太，促销性价比好。,2
辣鸡，开机黑屏，关机没反应,0
一般般吧,1
不怎么样，外观不错而已,1
才买没2天都降价,0
电池容量小,0
外形外观：很时尚，我觉得年轻人用都算得上时尚，买来给妈妈用的，很不错，很喜欢 屏幕音效：很清晰 运行速度：很快，一点不卡 待机时间：待机时间很长，我觉得老人用，一个星期充电一次都可以 其他特色：有简易模式，我这个图片就是设置的简易模式 拍照效果：这个价格的也全可以了，前置摄像头有美颜功能,2
耳机音质就那样吧 反正很便宜,1
就那个样子吧！感觉没什么用,0
电脑总是死机，大家千万不要买。。。。,0
一直用华为的手机，从mate7到mate9，使用非常的好，如果不是旧手机屏幕摔烂了也不会换，现在买的mate30是4G版本的(毕竟5g的基建还需要1到2年)，使用了将近一个月才做评价，使用非常流畅，电池足足够使用一天不玩游戏的话，好多程序基本上是秒开，特别的流畅，支持华为！,2
运行速度：真的是，用一用的，就卡住。,1
电脑主机很小巧也很精致，外观时尚，性能刚开机测试还算满意，有待使用时间再评~客服小姐姐服务很好，帮激活office,2
外形外观：一般 屏幕音效：声音小 运行速度：一般,0
买的手机充不进去电，但客服态度好，快递服务态度也好，所以给个中评,1
其实手机很轻材质千元机还是不错啦，但是像素没说的那么好，手机屏幕倒是挺大的感觉就是操作反应不是很快，,1
运行速度：飞快 屏幕效果：鲜艳 散热性能：强 外形外观：简约内敛 轻薄程度：重量合适  抢到首发的4800u，8核16线程性能强劲。外观金属的。重量也合适。做工不错。三星的内存和固态硬盘。运行软件飞快。70瓦大电池。待机时间长。非常满意。,2
刚买没几天降价500，有点接受不了,0
物流很棒！客服极差！产品还可以。一星给客服,0
给婆婆买的，挑来挑去，对比了好多手机，这款手机最合适，性价比也高，老人用绰绰有余，即便像我婆婆一样喜欢玩快手，全民K歌，@也完全不费劲，以前的手机太卡了，换了这个完全没有这方面的顾虑，特别好，讨好了老人，花费也不高，可以用几年了,2
价格不便宜,1
感觉暗五非常的棒，运行速度很快，稳定，很早就看上这款了。快递两天就到了，很快。外形&acute;_&gt;`酷，非常满意虽然包装有点简陋，但没有丝毫影响。游戏办公都可以，值得入手,2
经常显示没有卡，自动跳转无服务。,0
性价比高，但分辨率不让高兴!,1
真的漏电，时不时电一下耳朵。。。。 颜值还行吧。,1
操作挺方便的，小巧,1
音效音质：原装耳机，音质非常棒，通话清晰，比其他耳机效果好很多。 做工质感：做工非常精细，手感很好，不像是其他粗制滥造的耳机，拿在手里不滑手。 舒适度：非常舒适，其他耳机带上容易掉下来，这个耳机戴上很牢靠，不容易脱落。 颜色外观：经典的白色耳机，外观大气。,2
很不错的电脑，公司采购，一次性买了很多，性价比很高，而且价格合适，处理器不错，硬盘启动快！一整套价钱非常合适，带显示器！同事用起来都说不错，开机快，处理东西不卡顿，很好，大品牌值得信赖！以后还会回购！赞！！,2
一般般而已,1
质量比较差，收到就是坏的！！,0
机箱外观：小巧轻便，整体美观。 性能配置：很好。 其他特色：接口丰富，可以满足需求，运行的声音很轻，很满意。京东快递的速度很快，上午拍的晚上就收到了，唯一不满意的就是显示器没有一起送来。 散热性能：很多的散热孔，可以满足散热需要。。。。。 跑分评测：运行的速度很快，开机关机都很快，跑分就没有必要测了，满足自己的主要就好了。,2
耳机不错，挺好用的，简介方便。音质音效不错，做工质感很好，设计比较合理，使用起来比较舒服。一下买了两个，方便听课使用，确实挺好用，佩戴时间长了也没有很不舒服的感觉，虽然一次买了两个，不过还是买对了。快递也很快。,2
电脑可以。送了安装，找了京东客服两次才来给安装。服务不好。,1
佩戴舒适性还可以，音质渣，性价比不高。,1
铃声音量小，虽然便宜，但是不值,0
建议别买  服务态度不行,0
心累，客服态度不行，机子还行吧，毕竟价钱摆在哪里呢,1
运行速度：新机运行速度特别快，开机7、8秒左右。 屏幕效果：屏幕分辨率高，14寸的防眩屏，看着很舒服。 外形外观：颜值很高，银色外壳不失成熟与稳重，又夹杂着些许俏皮，很适合学生使用。 轻薄程度：机身很轻薄，便于携带，随带随走。 其他特色：屏占比相对于上一代有所提高，视觉体验很好。 作为大学生，有一台适合自己的笔记本来完成日常作业的同时，还可以用它来剪辑视频，发表自己日常的Vlog，很方便。轻薄本的最大优势就是背着不费劲，很轻松，无论到哪，开机就是一个新世界。,2
买给别人的，不知道,1
外形外观，运行速度等等都还不错，就是要吐槽一下华为手机的UI，设计的是真烂，比我之前的小米差远了。,1
主机很小，适合放在桌面上，颜值够用。开机速度还可以，就是网络慢。把ipad，戴尔笔记本，手机放在同一个位置，就它打开网页最慢。运行速度，给人的感觉就是努力耕耘还不紧不慢的，稳，哈哈，这个价位，就这样吧,1
买给妈妈用的，还可以,1
昨天晚上下单今天上午就到了，京东物流很棒！这款耳机很棒，之前买了好多个名创优品的都是没多久坏，这个很好，音质很nice，已经用了一上午，比之前的原装音质还好。,2
是给朋友买的，听说用着还可以,1
将就一下用吧,1
给孩子上网课用的，机箱很小巧很漂亮，还自带无线网卡，挺方便的。之所以选择这款，是因为戴尔是大品牌，品质好售后也好，省心省力,2
运行速度：还不错，还在摆弄开机很快 屏幕效果：高清屏确实很爽 散热性能：刚用发热不太明显，以后再评 外形外观：比想象中要小很多，磨砂的合金外观漂亮的无以伦比 轻薄程度：很薄，很轻，携带很方便,2
正好新房装修碰上618，这次618在京东买了非常多的东西，家电家具，日常用品。钱包瘦了一大截，碰上搞活动经常有秒杀，总地来说都是性价比很高，物美价廉，因为买的东西实在是太多了，堆成了一座小山。一一拆开实在是太麻烦了，所以拍个集体照。,2
换货14天了，还没完,0
耳机做工品质都很好，耳塞也很舒适，音质也蛮不错的，颜色也很喜欢。,2
外形外观：非常炫酷，适合年轻人使用 屏幕音效：也不错反应很快，很值得购买 拍照效果：很高清，也不错，老妈用足够了 运行速度：操作很流利，很棒的 待机时间：刚买来还没用，不过感觉也不错 其他特色：刚打开机已经有的应用程序给下载好了，也不用下载，省心，省事，也不错的，老年人用很方便了,2
首先是外观方面，Earbuds X1的用料材质是很有质感，光滑的外壳比较耐磨，夏天也不会容易留指纹，磁吸的开盖使用感也很不错。音质与使用感方面，入耳式的设计减噪效果不错，稳定性也很好，有大小两种耳塞可供选择，可以满足各类人群的需求。续航方面做的也是很不错，连续使用五个小时完全没有问题，续航是完全可以满足日常所需。整体来说，Earbuds X1可以说是一款性价比超高的蓝牙耳机了，各项表现在同类产品中都是很不错的，到手价仅149元，也是非常超值了。总而言之，这耳机真香，买它买它。,2
第一次在网上买手机，现在用了1天，感觉还好。,1
京东自营，物流速度，上午下单下午到货，无人能比！！！ 品牌耳机，这是第二次购买了，第一个被朋友顺走了，哈哈哈，他说不错，音质音效确实不错，做工精致，超有金属感，颜色外观男女均适合佩戴，要不也不会买第二次，享受好的音乐就得配合好的耳机。,2
买回来不到半个月，已经卡了好几次，啥也不想说了,0
右耳耳机有电流声,0
手机目前用的还可以，但拍照不怎么样，对焦效果不行，使用一段时间，以后再追加评价吧,1
京东这贵重物品包装真的很用心啊，里三层外三层，拆了好几下，真到位了，个人觉得华为手机性价比真的真的很好，外观漂亮大气，喜欢这个蓝色，至于这款配置个人觉得够用，运行速度也可以，其实千元左右的机型配置都差不多少大同小异，我就是支持华为,2
买了二天就一只耳朵没声了,0
买贵了，退了差价，服务不错，电脑有点卡。,1
刚收到皮就掉了，还没用。质量堪忧咯,0
白屏,1
音效太哈哈哈 棒了 太给力了 效果超加棒 环绕效果不错 拍照更是超级棒 超广角 好用 拍出来的效果杠杠的 很有档次 待机时间也不错 比三星的强多了  从早晨到晚上一直用才去了一半的电量 以前都的话得充两次电了 没得比 总之超赞 快递也是快 给快递小哥赞一个,2
运行速度：卡顿，配套不足,0
特别卡,1
这样子的客服，问题解决不了，就没有下文了,0
刚开机有坏点,0
买了用不了。难道是我开机的姿势不对？,0
外形外观：好看 屏幕音效：好 包装完好，京东送货快速，绿色的颜色很好看，背面指纹解锁，屏幕数字解锁，也可以人脸解锁，128G内存，对于老人而言够用了，不用担心总是清理垃圾的烦恼了，相机拍出来的效果也很清晰，电池也耐用，充电速度快,2
质量和音效还好，小米正品耳机,1
评分检测：买的配套二  跑分不到17万多点  整体还行 办公足够了  开机速度也挺快 无噪音  用一段时间后期待散热也有很好的表现 用段时间再进一步追评  运行速度：可以,2
提示京东会员优惠60元，开了会员就没有优惠，隔天就降价,0
前天买69一分钱优惠券没有，今天就降到49了也是厉害哈,0
新手机怎么会卡？,1
手感很好，操作方便，按键灵敏，通话清晰而且声音大，最好的一点是就是待机时间超长，平常接打电话能用个10天左右，还能语音报号，语音播报，支持收音机外放，音乐播放等等，这手机功能挺多的，很适合老人用。,2
